Epoch 10/100, Loss: 1.2302, Train Acc: 0.3852
Epoch 20/100, Loss: 1.1510, Train Acc: 0.4659
Epoch 30/100, Loss: 1.0274, Train Acc: 0.5479
Epoch 40/100, Loss: 0.9008, Train Acc: 0.6410
Epoch 50/100, Loss: 0.8305, Train Acc: 0.6804
Epoch 60/100, Loss: 0.7750, Train Acc: 0.7304
Epoch 70/100, Loss: 0.7145, Train Acc: 0.7074
Epoch 80/100, Loss: 0.6472, Train Acc: 0.6977
Epoch 90/100, Loss: 0.5969, Train Acc: 0.7048
Epoch 100/100, Loss: 0.5920, Train Acc: 0.7069
