Epoch 10/100, Loss: 1.3302, Train Acc: 0.3552
Epoch 20/100, Loss: 1.2498, Train Acc: 0.3889
Epoch 30/100, Loss: 1.1302, Train Acc: 0.4233
Epoch 40/100, Loss: 1.0055, Train Acc: 0.4566
Epoch 50/100, Loss: 0.9873, Train Acc: 0.4672
Epoch 60/100, Loss: 1.0032, Train Acc: 0.4750
Epoch 70/100, Loss: 0.8956, Train Acc: 0.4928
Epoch 80/100, Loss: 0.7698, Train Acc: 0.5342
Epoch 90/100, Loss: 0.6527, Train Acc: 0.5803
Epoch 100/100, Loss: 0.5936, Train Acc: 0.6011








